ts_code,peer_group,hfsf_latest_ann_date,hfsf_latest_report_period,hfsf_roe,hfsf_roic,hfsf_gross_margin_pct,hfsf_profit_dedt,hfsf_fcff,hfsf_debt_to_assets_pct,hfsf_revenue,hfsf_net_profit,hfsf_ocf,hfsf_free_cashflow,hfsf_capex,hfsf_total_assets,hfsf_total_liab,hfsf_close,hfsf_pe_ttm,hfsf_dividend_yield_pct,hfsf_total_mv_10k,hfsf_dividend_yield,hfsf_pe_inverse,hfsf_market_cap,hfsf_fcf_yield,hfsf_profit_dedt_ratio,hfsf_ocf_np_ratio,hfsf_fcf_to_assets,hfsf_pe_ttm_5y_monthly_avg,hfsf_pe_ttm_vs_5y_avg,hfsf_gross_margin_3y_std,hfsf_revenue_3y_cagr,hfsf_fcf_3y_cagr,hfsf_pe_ttm_peer_avg,hfsf_gross_margin_peer_avg,hfsf_fcf_to_assets_peer_avg,hfsf_pe_ttm_vs_peer,hfsf_gross_margin_vs_peer,hfsf_score,hfsf_signal
300236.SZ,电子化学品Ⅲ,20251030,20250930,4.2365,3.8436,40.4563,197070120.63,38644947.3627,24.7024,1393680939.51,211121096.02,272515864.69,-5083464.5073,149582553.64,7224053135.43,1784512179.14,76.52,79.7542,0.3377,2397994.4881,0.003377,0.01253852461688538,23979944881.000004,-0.00021198816479881796,0.933445895957887,1.2908035711608086,-0.0007036859242311504,147.7035918032787,0.5399611412715126,2.992226003774892,0.13222572591238202,,192.26227500000002,34.29431,-0.0060834765296321714,0.4148198079940539,6.161989999999996,0.22578047707185034,
002588.SZ,复合肥,20251022,20250930,11.5249,8.7837,18.0068,753750979.76,-56822873.3886,45.277,9289826068.43,815115460.07,990729911.58,-56822873.3886,445801663.04,15094617060.15,6834393141.46,10.58,12.4747,2.8828,1218701.7148,0.028828,0.08016224839074286,12187017148.0,-0.004662574336159455,0.9247168244057962,1.2154473324489743,-0.003764446170589725,13.834040983606556,0.901739413290926,1.9936792484416017,0.09781230353036996,,69.29428,18.87362,0.00567076772859136,0.18002496021316622,-0.8668200000000006,0.4122687949466994,top_20pct
002605.SZ,游戏Ⅲ,20251031,20250930,10.7525,9.6437,44.4557,380194120.84,151318187.6099,28.096,2108456393.93,390157598.58,210130708.91,100761493.39999999,109369215.51,5249350315.84,1474856059.03,20.52,16.9681,2.429,857020.564,0.02429,0.058934117549990866,8570205640.0,0.01175718502362564,0.9744629406776578,0.5385790502986031,0.019195040783609077,19.056654098360653,0.8904028961442754,2.088187058112053,-0.029881853824129556,-0.057355440249117984,35.823750000000004,54.81164285714285,0.0016498821454429002,0.47365504728008645,-10.35594285714285,0.25290566070691306,
002626.SZ,保健品,20251025,20250930,8.1848,5.2599,40.2239,348869733.43,,45.3064,2604268242.45,360839669.76,503141134.24,75378171.2207,155309459.31,8382249233.02,3797691556.83,17.86,22.5965,2.2396,1089343.501,0.022396,0.04425464120549643,10893435010.0,0.006919596174347581,0.9668275488170096,1.3943620294704484,0.008992594842415864,33.73059180327869,0.6699111634858291,5.3098874571967425,-0.02172476890845254,-0.27149489737840427,43.61879999999999,41.5831,0.0057460372109280015,0.5180449714343357,-1.3592000000000013,0.26569314929558696,
002597.SZ,食品及饲料添加剂,20251031,20250930,5.1562,4.0655,21.507,352113609.14,-902016069.8807,26.3365,3543114437.77,391016252.44,137290246.35,-287393217.74,424683464.09,10275890676.97,2706307576.4,22.99,24.2595,3.4753,1306567.3995,0.034753,0.04122096498279025,13065673995.0,-0.021996049943537568,0.9005088840751716,0.3511113553293202,-0.027967718495107832,19.155027868852457,1.2664821041293186,6.335699521284133,-0.02404075365571634,,29.871466666666667,21.346166666666665,-0.019892670106498724,0.8121295238265278,0.16083333333333627,0.04303107756077948,
300244.SZ,医疗服务,20251024,20250930,0.8701,1.9913,29.0733,35551854.51,108673014.4303,41.2515,7565586728.42,56704839.25,871715623.1,108673014.4303,207007887.47,14765016764.23,6090797605.65,18.5,,1.3213,1156211.9566,0.013212999999999999,,11562119566.0,0.009399056445486683,0.6269633241222882,15.372861198967247,0.007360168712681264,126.07616857142857,,4.317352644696361,-0.017386514018436383,0.10598924157214507,,29.0733,0.007360168712681264,,0.0,0.010622696714833,
603456.SH,医疗研发外包,20251016,20250930,8.6475,8.0737,37.5515,745937192.29,550755735.5814,17.6749,4160487725.65,747652814.09,1342005039.49,550755735.5814,434459528.27,10718737487.85,1894528281.5,16.59,20.4129,2.9877,1475590.9605,0.029876999999999997,0.048988629739037566,14755909605.0,0.03732441783153632,0.9977053228882871,1.7949575179803359,0.0513825192757727,36.912767213114755,0.5530037854422221,1.6280219245042933,0.06159328170814882,-0.27857100007158886,55.326100000000004,33.73072,0.00915971754536836,0.3689560623286297,3.820779999999999,0.5016239868904071,top_20pct
002911.SZ,燃气Ⅲ,20251017,20250930,5.7724,4.1797,6.0577,479829784.37,-513497352.5732,54.4255,23501474128.61,490306728.66,523694130.45,214348411.42000002,309345719.03,21051979314.89,11457652733.49,14.52,18.2988,3.3047,1885268.4031,0.033047,0.054648392244300174,18852684031.0,0.011369649598303397,0.9786318570038121,1.0680949288239368,0.010181865002517462,17.78608524590164,1.0288267343268527,2.335591947879595,0.2360943965667317,,19.226300000000002,17.731933333333334,0.0017170845277155976,0.9517587887425036,-11.674233333333333,-0.02633402976413372,
601636.SH,玻璃制造,20251031,20250930,6.7212,4.1773,12.3289,385274539.04,-2220502971.5238,58.4412,11780387942.25,915191365.05,320783249.61,-807672774.32,1128456023.93,35873859297.94,20965123716.27,5.79,28.6159,0.6982,1713060.5085,0.006982,0.034945607162451646,17130605085.0,-0.047147941961911154,0.42097702595669834,0.35050948015934846,-0.02251424268607697,18.30450163934426,1.5633258180868526,15.533928615356773,0.0179770185560435,,28.6159,10.6437,-0.024367710925607994,1.0,1.6852,-0.07002175158412552,
300260.SZ,金属制品,20251025,20250930,7.2125,4.4128,23.8124,138343648.61,,61.7468,2254587559.44,145227533.23,164581235.03,-116323327.9193,276262229.49,5454456537.62,3367954226.34,47.68,112.0452,0.1252,1944422.5935,0.001252,0.00892496956585378,19444225935.0,-0.005982409806806229,0.9525993145590526,1.1332646872776468,-0.021326291101048278,60.726149180327866,1.845089825591919,2.0291973816194995,0.06758213090294984,,135.16049999999998,25.3188125,-0.008603247164537605,0.8289788806640994,-1.5064124999999997,-0.029711024870212842,
603197.SH,其他汽车零部件,20251030,20250930,6.1293,2.9828,21.6478,132135977.46,-707678135.5408,69.9044,6047568793.45,198008834.86,294302412.34,-354903328.33,649205740.67,12095104923.38,8455015366.9,32.1,27.2203,2.5801,685848.0992,0.025800999999999998,0.036737287979926744,6858480992.000001,-0.051746637301171065,0.6673236451970705,1.4863095000184374,-0.029342724232508898,33.8882131147541,0.803237984482249,1.096025859183989,0.21697271611783675,,36.717775,21.7006875,-0.02420199021795984,0.7413384934136124,-0.05288750000000064,0.04044103817025763,
300303.SZ,LED,20251025,20250930,5.6553,5.0249,21.0006,136747284.21,142550378.3106,40.1447,2585255467.74,210975065.29,394239798.1,142550378.3106,278676756.79,6296306139.25,2527630481.93,9.02,41.7933,1.4314,1277958.5854,0.014314,0.02392728020998581,12779585854.0,0.011154538178244787,0.6481679909520649,1.8686558885908617,0.022640318808827845,29.364265573770492,1.4232707402473466,0.7907700188213174,0.06524169581334371,0.07153786501991521,119.68852,18.73062857142857,-0.025836214134417983,0.34918386491870734,2.269971428571427,0.16278728892722008,
300284.SZ,工程咨询服务Ⅲ,20251028,20250930,0.9406,0.7606,30.5813,39165294.0,-1213762735.1823,43.2882,2768647474.39,79037847.75,-493180224.8,-544393572.78,51213347.98,15543558658.81,6728522184.19,6.49,53.4876,1.3867,819575.2253,0.013867,0.01869592204548344,8195752253.000001,-0.06642386884995558,0.49552581598478557,-6.239798259182734,-0.03502374100614603,29.996867213114754,1.783106203057598,1.3881405586851343,-0.013139869572240115,0.34298078683790534,69.03774000000001,32.05308,0.001729032333215605,0.7747588492902576,-1.4717800000000025,-0.3721612194491423,
601908.SH,光伏发电,20251030,20250930,-2.5518,0.0936,12.9265,-206640658.55,-416995158.24,52.9341,2457353701.22,-227386909.52,763757088.85,760383542.03,3373546.82,18545935241.27,9817120360.15,4.84,,,1168667.7847,,,11686677847.0,0.06506413131129411,0.9087623337078019,-3.358843701522858,0.0410000106297109,34.646890322580646,,17.92997106441242,-0.04527901307973137,,48.939350000000005,32.82194,-0.012337852643925937,,-19.895439999999997,-0.4080766191192056,
002611.SZ,印刷包装机械,20251023,20250930,9.7837,8.8103,27.928,348806921.89,307040136.6521,33.6376,3389312369.54,510392920.63,506265662.57,391866560.62,114399101.95,8560264060.48,2879464056.06,17.7,29.708,0.7345,2154596.8218,0.007345000000000001,0.03366096674296486,21545968218.0,0.01818746582447038,0.6834086206749352,0.9919135671887738,0.04577739166121318,18.922747540983607,1.569962286695274,1.185693117166173,0.06272602272622918,0.010817537852215064,29.708,27.928,0.04577739166121318,1.0,0.0,0.18651470056840957,
300294.SZ,血液制品,20251028,20250930,4.5252,4.3675,54.2037,209904556.55,-428463142.82,12.0849,1473924123.26,342961782.6,26110641.88,-386733401.18,412844043.06,8727110907.17,1054662143.39,18.85,84.341,1.6446,950508.8711,0.016446000000000002,0.01185662963446011,9505088711.0,-0.040686984933916835,0.6120348306995299,0.07613280314224724,-0.04431402388415489,49.541480327868854,1.702431970983216,4.178023871959884,-0.1005318888807929,,53.308299999999996,50.26105,-0.05527251907865896,1.5821363652564422,3.9426500000000004,-0.14874253924496553,
601677.SH,铝,20251025,20250930,7.8047,7.0649,6.8118,1178436487.81,,30.4311,25873547118.74,1404363895.9,849028012.55,674318825.2921,236702991.95,27283137871.6,8302567380.76,15.0,10.7103,1.46,1865285.4405,0.0146,0.09336806625397981,18652854405.0,0.03615097242764866,0.8391247391437585,0.604564112641113,0.02471558911095863,10.932222950819671,0.9797001074879257,2.22600538311718,0.05600276873740051,-0.17340791660168775,121.54901249999999,10.67855,-0.029141843449645842,0.08811507209900205,-3.8667499999999997,0.30089812995335224,
002612.SZ,非运动服装,20251030,20250930,31.8941,17.3649,59.3461,172261764.97,200604012.564,52.946,4327589561.17,988706799.43,359208610.19,278158329.11,81050281.08,8617393266.75,4562560889.7,16.57,7.0721,2.414,733131.9864,0.02414,0.14140071548762037,7331319864.000001,0.03794109850204184,0.17422937221561616,0.3633115605122647,0.032278708943604455,84.34312295081968,0.0838491598671741,0.6742641374120408,0.09197971663301763,-0.019073658661163506,12.759499999999997,48.36155,-0.01937925764765619,0.5542615306242409,10.984549999999999,1.3279739755943933,top_20pct
002745.SZ,LED,20251029,20250930,1.6092,1.4311,27.7087,204145448.77,-728393878.5691,45.4213,12177826158.45,209212789.58,487596641.41,-728393878.5691,474799699.34,24622561770.22,11183882597.32,8.73,58.878,0.5727,1295677.2663,0.0057269999999999995,0.0169842725636061,12956772663.0,-0.05621723074984078,0.9757790103550896,2.3306254000477824,-0.029582375926864895,43.60250819672132,1.3503351627011981,2.969163464962257,-0.019021939821659006,-0.2141423280592447,119.68852,18.73062857142857,-0.025836214134417983,0.4919268782001816,8.978071428571429,-0.04114805608471034,
002617.SZ,光伏发电,20251029,20250930,3.9361,3.6804,21.9775,230438115.88,,39.4924,2760914603.45,246168749.2,-15104540.13,-672148017.0531,111021542.59,10697325014.7,4224629097.74,7.62,54.2463,,1465330.4981,,0.018434437003076707,14653304981.0,-0.04587006261895396,0.9360981709858727,-0.061358479413356835,-0.06283327992086346,158.13935789473686,0.3430284574451621,3.7884602398662737,0.009038380066216822,-0.16051859886561382,48.939350000000005,32.82194,-0.012337852643925937,1.108439323366575,-10.844439999999999,-0.1904840975731353,
300276.SZ,机器人,20251030,20250930,1.9293,1.9491,13.2414,19984285.38,164237262.55,53.2854,1183322590.73,37894702.67,188504514.46,182945289.20000002,5559225.26,4302470103.98,2292587635.13,6.92,199.4495,,969521.7491,,0.005013800485837267,9695217491.0,0.018869642622233777,0.5273635619740831,4.974429172899485,0.04252099021693759,4260.783142857143,0.046810525979093985,1.9708532006891504,0.07955699881143019,,92.92486666666667,25.471,0.010318330857422578,2.1463522860404067,-12.2296,-0.2325337694804888,
002635.SZ,消费电子零部件及组装,20251029,20250930,1.7255,1.7502,19.5444,47393173.1,-256311600.1406,29.9096,3483248395.46,100513354.32,574935768.72,304383829.42,270551939.3,8327188276.27,2490624924.98,14.1,65.957,1.4184,930158.3542,0.014184,0.015161393028791487,9301583542.0,0.03272387202088735,0.4715112078452423,5.719993851658776,0.03655301397320426,45.31175737704918,1.4556266147692567,2.576016005126262,0.05413538101248849,,62.9562125,23.85018888888889,0.015646203878019568,1.047664676460643,-4.305788888888891,-0.10745946887648691,
002668.SZ,冰洗,20251030,20250930,33.6058,34.583,24.6794,941769108.01,2085499963.8138,68.3693,14345504212.31,977435675.45,578138147.19,456911492.69000006,121226654.5,15637280333.36,10691093923.34,9.0,8.6854,,975700.2852,,0.11513574504340618,9757002852.0,0.046829082621036834,0.9635100617505294,0.5914845976169552,0.029219370820848037,15.5334,0.5591435229891717,1.5144662227993089,0.12648182931874996,0.7439423734816342,8.6854,24.6794,0.029219370820848037,1.0,0.0,1.3339040265337816,top_20pct
002651.SZ,航空装备Ⅲ,20251030,20250930,3.1216,2.1347,40.4251,80881669.5,-129422048.1504,19.4825,487501366.11,87169386.66,-64324251.34,-96415567.02000001,32091315.68,3484177735.93,678804789.5,9.33,167.559,0.6431,964218.18,0.006431,0.0059680470759553355,9642181800.0,-0.009999351704818511,0.9278678283635867,-0.737922495553326,-0.02767240202063477,98.51110983606557,1.7009147524460793,1.3250430520049805,-0.05146814113375531,-0.06308465635563243,176.77967777777778,35.39487777777778,-0.023114704051845264,0.9478408497306534,5.030222222222221,-0.07896713355792312,
603599.SH,农药,20251028,20250930,5.2905,3.0023,31.2525,464137154.63,,33.9133,2662746744.93,520433042.18,254867790.12,153020618.17000002,101847171.95,15085040375.8,5115842335.32,14.3,17.9545,1.8881,1301685.1634,0.018881,0.055696343535046926,13016851634.0,0.011755578266737739,0.8918287599223395,0.4897225377013052,0.01014386533664713,12.573188524590165,1.4279989491039022,4.585722898736904,-0.04364318255228539,,33.711866666666666,23.232242857142857,-0.0024871594044383843,0.532586942678938,8.020257142857144,0.19507023411035673,
002649.SZ,IT服务Ⅲ,20251028,20250930,4.366,3.7228,23.09,159253913.28,-181955727.8897,24.2831,4970887166.33,183134464.69,-48535426.86,-68342492.8,19807065.94,5608487797.4,1361916542.21,11.59,52.5902,1.4754,678414.3126,0.014754,0.019014949553338833,6784143125.999999,-0.01007385774897344,0.8696009980949043,-0.26502617594213146,-0.012185547204307447,29.831367213114756,1.7629161822955197,0.808256807580362,0.04512380653672876,-0.2596422779592842,157.79520666666667,33.292692307692306,-0.055063772111947525,0.33328135315981927,-10.202692307692306,-0.154128430938873,
300298.SZ,医疗设备,20251024,20250930,6.3202,3.5432,48.9061,180384969.71,120634402.2625,41.1916,3453271477.26,211003372.35,537228973.66,120634402.2625,155758536.5,6248447592.06,2573837878.5,15.74,31.277,1.3795,881860.7396,0.013795,0.03197237586725069,8818607396.0,0.01367952975400834,0.8548914062415458,2.546068186857583,0.019306299762486927,63.36972950819672,0.49356372897180184,2.5882394337979377,0.1347681781129002,,61.86113333333333,47.29347,-0.02631716881870732,0.5056001776020916,1.612630000000003,0.2590665027261447,
002654.SZ,LED,20251031,20250930,1.7896,2.1246,9.4418,8624673.34,-71992631.69,65.324,3713859015.54,27759038.19,-166219870.05,-192154893.27,25935023.22,4641327950.24,3031898812.26,14.45,213.5185,,1221462.1761,,0.004683434924842579,12214621761.0,-0.01573154675026699,0.31069784482327556,-5.987954946864101,-0.04140084375206967,264.0179166666667,0.8087273117512542,2.4706503192479508,0.02523229726352172,,119.68852,18.73062857142857,-0.025836214134417983,1.7839513764561545,-9.28882857142857,-0.38024797345113104,
300296.SZ,LED,20251030,20250930,3.491,3.0255,28.5086,232102191.43,131589635.3601,40.1643,5301824822.79,278788032.83,578940691.15,409768153.37,169172537.78,13800372867.05,5542818593.13,7.45,,1.3407,2020423.0304,0.013407,,20204230304.0,0.020281304816094615,0.8325400092461351,2.076633940392369,0.029692542173869033,479.2036555555556,,1.0163243589851938,-0.05200510671199421,0.014962219959474776,119.68852,18.73062857142857,-0.025836214134417983,,9.77797142857143,0.1774001076113341,
300755.SZ,专业连锁Ⅲ,20251030,20250930,-6.54,-4.9059,7.8408,-239186677.67,693267787.93,40.8427,5163582409.31,-198728997.51,555206625.91,553677146.67,1529479.24,5067265645.14,2069606161.77,13.06,,0.6966,544338.7104,0.006966,,5443387104.0,0.10171555615861634,1.2035821680123162,-2.7937876850712846,0.10926546690936365,8215.848339622642,,5.036942312455048,0.04874928869554629,,40.432900000000004,11.14985,0.08875666146267669,,-3.309050000000001,-0.2476918304195224,
300327.SZ,数字芯片设计,20251024,20250930,3.2676,1.0448,32.4519,55089390.69,49885582.85,18.5946,966523700.13,57046349.86,170674664.4,48145819.78,35421308.92,2188486844.25,406940500.29,24.19,81.5918,0.8222,825774.4461,0.008222,0.012256133582051137,8257744460.999999,0.005830383830280166,0.9656952780536763,2.9918595110618003,0.021999592963740065,57.78289344262295,1.4120407466444846,6.268224781679952,-0.021007233463261388,-0.13827268897519018,154.39785,34.59380625,-0.029586036152655763,0.5284516591390359,-2.141906249999998,-0.046382727906698465,
002675.SZ,化学制剂,20251029,20250930,3.3685,2.9576,50.2558,133693446.36,-14168246.6009,41.3546,2043088592.83,149115907.27,340994327.57,138867095.23,202127232.34,9285356893.27,3839926799.0,13.16,55.4707,0.228,1085167.9478,0.00228,0.018027535257352078,10851679478.0,0.012796829791326793,0.8965740061382251,2.286773650195288,0.014955493561119923,60.98435901639344,0.9095889650178779,2.3856276234288267,-0.0982097924901113,,89.96438500000001,56.69078148148148,0.012126126574557175,0.6165851075400559,-6.434981481481479,-0.029662220591547335,
601038.SH,专用设备,20251029,20250930,13.1714,12.4435,16.2289,910077994.38,-2848022438.5861,48.141,9702504828.09,994186668.67,1090850796.96,1013102465.96,77748331.0,16246609715.17,7821285122.55,12.84,17.769,2.8656,1442760.5331,0.028656,0.05627778715740898,14427605330.999998,0.07021972411341117,0.9153995150603673,1.0972293547441299,0.06235777702064404,21.393177049180327,0.8305919199916504,0.5400792623927219,0.05268276914457237,-0.0361101047429111,17.769,16.2289,0.06235777702064404,1.0,0.0,0.5669494911577362,top_20pct
300315.SZ,游戏Ⅲ,20251030,20250930,1.5607,-0.0958,73.485,75656718.32,-323571798.84,7.7307,534251971.13,76561220.36,-6455324.21,-9490911.36,3035587.15,5361188512.61,414459752.82,4.89,,,1324021.7805,,,13240217805.000002,-0.0007168244132974819,0.9881858983471407,-0.08431584788808609,-0.0017702998761704644,135.08176744186045,,1.8073891276276604,-0.1107285380459414,,35.823750000000004,54.81164285714285,0.0016498821454429002,,18.67335714285715,0.13485014853812877,
603128.SH,跨境物流,20251029,20250930,5.0928,4.3242,9.3617,304785666.87,-651206792.7635,46.0294,13719834887.45,306706414.63,-277748409.33,-651206792.7635,103044120.74,11459703129.48,5274830160.95,5.65,19.8203,3.0796,739611.2691,0.030796,0.050453323108126516,7396112691.0,-0.08804717017845395,0.9937375037874017,-0.9055839593869142,-0.05682579953474322,17.468054098360657,1.1346598704351445,1.253841488652639,-0.08192136251592252,,19.04535,13.474450000000001,0.04478174394079235,1.0406897221631528,-4.11275,-0.16790253508987588,
300319.SZ,被动元件,20251023,20250930,5.3323,4.5616,16.5907,180412478.76,-225014480.1266,34.6529,2902572169.97,245067678.89,314636957.05,-90228660.80000001,404865617.85,7297427635.58,2528766788.27,11.48,30.2269,0.9895,1018951.396,0.009895000000000001,0.03308311470908363,10189513960.0,-0.00885505051116295,0.7361741033217977,1.2838778188747877,-0.012364447488327664,42.279199999999996,0.714935476546387,1.3982039689067771,-0.01036041480422234,,52.681650000000005,27.5981,0.0006023192329312524,0.5737652484309053,-11.0074,-0.028654386737271765,
002690.SZ,其他专用设备,20251025,20250930,18.8228,18.0349,52.9454,509160930.52,,20.1166,1694034532.78,518860671.58,648784133.62,538789046.3455,31336415.69,3411343221.24,686247599.33,18.04,22.1661,3.8804,1591540.9356,0.038804,0.04511393524345735,15915409356.0,0.03385329489765089,0.9813056922767667,1.2504014452364751,0.15794043911818814,32.399050819672134,0.6841589317962714,0.9609820088995286,0.049730006213891675,0.16857937609773943,126.12728333333332,31.738591666666665,0.004898528460560312,0.17574389469262336,21.206808333333335,1.1614281562395872,top_20pct
300348.SZ,垂直应用软件,20251025,20250930,-0.5383,-0.5393,30.0106,-15330160.45,-546758011.79,31.2212,1089136571.47,-11393857.5,-395122205.76,-546758011.79,66258589.22,3077127833.1,960717061.87,13.26,3349.7518,0.0528,1075436.6532,0.000528,0.00029852958060952456,10754366532.0,-0.0508405595218558,1.3454758803153366,34.67852794894091,-0.1776845296801264,588.4795474576271,5.692214477923204,4.495685375853907,0.020092362302249533,-0.10290582736769982,338.9110411764706,40.446389999999994,-0.06992333160425092,9.883867425422084,-10.435789999999994,-1.900382408755679,
002701.SZ,金属包装,20251031,20250930,11.4126,7.4166,13.5162,567968893.0,-2608355945.4431,65.669,18345601754.0,1076230386.0,-35206592.0,-189957486.0,154750894.0,31548329812.0,20717487448.0,5.1,11.8076,2.3529,1305477.8392,0.023529,0.08469121582709441,13054778392.0,-0.014550801269549425,0.5277391350294025,-0.03271287677618127,-0.006021158239817377,15.547270491803278,0.7594644993296489,1.9906402341122988,-0.005117196939086077,2.0835527407943273,11.8076,13.5162,-0.006021158239817377,1.0,0.0,0.2719059191832781,
300337.SZ,铝,20251030,20250930,3.7342,2.7744,9.3426,43173546.92,,73.4388,4527371248.68,63944852.76,-304407429.76,-561633937.51,257226507.75,6533959171.37,4798460181.92,12.18,824.0604,0.0821,1001117.5986,0.0008210000000000001,0.0012135032820409766,10011175986.0,-0.05610069569203555,0.6751684468183926,-4.760468069298906,-0.08595614431919385,212.87361803278688,3.871125072309702,0.568446856836784,0.10867672145597207,,121.54901249999999,10.67855,-0.029141843449645842,6.779655244011135,-1.3359500000000004,-1.2684968530024519,
002698.SZ,机器人,20251030,20250930,10.9325,9.9191,36.1689,399658106.28,-118238434.1313,38.6326,2142075961.81,425624533.51,34277774.21,3707260.0500000007,30570514.16,6803791957.77,2628481986.69,13.29,27.5307,1.8811,1358984.2455,0.018811,0.036323086590606124,13589842455.0,0.0002727963964465253,0.938992174591388,0.08053524059649783,0.000544881453314614,30.46945737704918,0.9035507150428359,2.089826044594781,0.07887469427819749,0.5143839345328012,92.92486666666667,25.471,0.010318330857422578,0.29626838313103127,10.6979,0.5416231799335605,top_20pct
300323.SZ,LED,20251029,20250930,-2.8519,-1.4698,6.1327,-313673640.41,-1789545891.44,50.425,4129071094.98,-195656259.36,-539175757.96,-1791650834.86,836923978.83,13693625172.6,6905006624.33,9.94,,,1613260.8042,,,16132608041.999998,-0.11105773041752304,1.6031873523292324,2.755729664482327,-0.13083831434534732,155.37396521739132,,7.318915255077081,0.0934128529631888,,119.68852,18.73062857142857,-0.025836214134417983,,-12.597928571428572,-0.6231429745072472,
300341.SZ,医疗设备,20251027,20250930,7.7015,6.5076,40.7737,135377499.76,-68315011.6044,25.1394,1099289645.18,144115665.61,49269616.14,-68315011.6044,60904478.26,2724207484.95,684849202.09,14.45,40.7889,0.4844,747657.9355,0.004844,0.02451647384459988,7476579355.0,-0.009137201434064093,0.9393669951631289,0.34187550625711605,-0.025077022209875417,34.681095081967214,1.1761133811835314,0.9619932092622386,-0.015652684541700324,0.018008649204818594,61.86113333333333,47.29347,-0.02631716881870732,0.6593623136552084,-6.519770000000001,0.042681184365336224,
002681.SZ,消费电子零部件及组装,20251031,20250930,0.5456,0.7145,21.6097,8963661.28,-373957220.7841,50.5358,1989844859.44,12784512.88,128405331.45,78035853.89,50369477.56,4582892168.27,2316001371.78,5.32,,,954754.9874,,,9547549874.0,0.008173390547297182,0.7011343618748811,10.043818849826994,0.017027643467216427,128.80494693877552,,5.974315149593857,-0.08967229650784614,,62.9562125,23.85018888888889,0.015646203878019568,,-2.2404888888888905,-0.10567668773354642,
002716.SZ,贵金属,20251031,20250930,4.7636,4.8843,5.8842,144468973.64,-615220026.4128,53.7914,8593816358.4,158558057.5,-137897892.52,-218535104.08,80637211.56,7286955808.64,3919754920.37,11.8,162.5956,,3331244.6023,,0.006150227927446992,33312446023.0,-0.0065601638477437605,0.9111424289490933,-0.8696996841046695,-0.029989903852701734,75.72336896551724,2.147231458680113,3.3438485727775813,0.4297578951033949,,162.5956,5.8842,-0.029989903852701734,1.0,0.0,-0.13886246052155307,
002727.SZ,线下药店,20251031,20250930,3.6276,3.2721,32.465,253134786.34,-1030993269.8657,52.8467,13001028971.88,268592018.36,490153278.63,398771917.06,91381361.57,15841053806.65,8371468517.29,12.58,81.6491,3.8967,736689.9893,0.038967,0.012247532428403986,7366899893.0,0.054130220696891995,0.9424508884724849,1.8248988991662305,0.025173320028279773,51.207211475409835,1.594484402635528,2.0848996634530508,0.042944284037119695,-0.17449757946388555,53.092200000000005,32.498850000000004,0.0012163858610153653,1.5378737366317463,-0.033850000000001046,0.02265751029179547,
300352.SZ,垂直应用软件,20251029,20250930,-12.6316,-12.1376,68.9319,-166602403.88,,39.0125,116014324.91,-166136236.16,31229025.24,-62714378.15,33345149.71,2002409333.77,781189483.49,6.33,,,917738.6471,,,9177386471.0,-0.006833577113503254,1.0028059364457436,-0.1879723891777855,-0.03131945955921292,596.2238,,7.135410875812737,-0.06466673749310325,,338.9110411764706,40.446389999999994,-0.06992333160425092,,28.485510000000005,-0.2663729353751923,
002815.SZ,印制电路板,20251031,20250930,3.916,3.8409,21.4298,310992670.49,-581003900.4548,26.5947,5592896275.6,313599869.04,330720214.86,-308999013.77,639719228.63,12784859543.6,3400089026.81,14.05,56.1141,0.7483,1733982.6102,0.007483,0.01782083291008855,17339826102.0,-0.01782019104184439,0.9916862256416712,1.0545929622751733,-0.02416913636917368,30.358763934426232,1.8483657674997673,1.8303263479500052,0.009214424671539767,,81.99395999999999,17.75232,-0.016339110042013584,0.6843687022800217,3.677479999999999,-0.03886859122849324,
001203.SZ,冶钢原料,20251025,20250930,9.033,5.5397,46.86,592117413.25,136604476.2182,61.0632,3025474954.96,593875885.16,1027944706.56,136604476.2182,1312582488.5,17045061061.36,10408263582.38,42.86,96.5865,0.4496,6570782.7444,0.004496,0.0103534137793584,65707827444.0,0.0020789680854175585,0.9970389908835476,1.7309083130780005,0.00801431427710594,22.95442542372881,4.207750715474458,4.430135277242294,-0.04724587428444482,,57.829366666666665,43.68006666666667,0.0005764267628978738,1.6701981288630172,3.179933333333331,-0.2712074117096701,
603308.SH,金属制品,20251031,20250930,6.055,3.3179,36.917,278030665.75,-768494204.8775,62.5008,2121120654.95,293908107.55,-151032789.65,-228287269.1121,388531771.06,14662121418.29,9163944380.09,62.37,119.8113,0.1122,4235150.2825,0.001122,0.008346458138756528,42351502825.0,-0.005390299136618654,0.9459782109028791,-0.5138775888457113,-0.01556986622872507,49.44856721311475,2.42294785779402,0.9440169871352979,0.05354960757032212,,135.16049999999998,25.3188125,-0.008603247164537605,0.8864372357308534,11.598187500000002,0.024044752428063084,
603009.SH,底盘与发动机系统,20251030,20250930,5.5017,4.1994,19.8612,84447595.2,-77468116.623,50.3634,1711953147.03,92669784.1,89895639.6,-28810584.49000001,118706224.09,3719200785.27,1873117779.48,45.23,151.6721,0.1836,1566721.1332,0.0018360000000000002,0.006593170398510998,15667211332.0,-0.0018389095467905576,0.9112743276586528,0.9700641959302893,-0.007746445043812947,100.24579,1.5130021919124983,0.9489630930652685,0.030902527499422128,,53.256008333333334,22.543149999999997,-0.0005441863271759354,2.8479810024565304,-2.681949999999997,-0.29460254761638044,
