ts_code,peer_group,hfsf_latest_ann_date,hfsf_latest_report_period,hfsf_roe,hfsf_roic,hfsf_gross_margin_pct,hfsf_profit_dedt,hfsf_fcff,hfsf_debt_to_assets_pct,hfsf_revenue,hfsf_net_profit,hfsf_ocf,hfsf_free_cashflow,hfsf_capex,hfsf_total_assets,hfsf_total_liab,hfsf_close,hfsf_pe_ttm,hfsf_dividend_yield_pct,hfsf_total_mv_10k,hfsf_dividend_yield,hfsf_pe_inverse,hfsf_market_cap,hfsf_fcf_yield,hfsf_profit_dedt_ratio,hfsf_ocf_np_ratio,hfsf_fcf_to_assets,hfsf_pe_ttm_5y_monthly_avg,hfsf_pe_ttm_vs_5y_avg,hfsf_gross_margin_3y_std,hfsf_revenue_3y_cagr,hfsf_fcf_3y_cagr,hfsf_pe_ttm_peer_avg,hfsf_gross_margin_peer_avg,hfsf_fcf_to_assets_peer_avg,hfsf_pe_ttm_vs_peer,hfsf_gross_margin_vs_peer,hfsf_score,hfsf_signal
600686.SH,商用载客车,20251031,20250930,7.5872,3.5728,12.3121,83783913.7,-708397728.9874,85.2002,16329050914.7,247291977.15,1520243981.81,1335680844.85,184563136.96,27642561901.72,23551507407.16,17.66,38.5314,0.5096,1266305.7384,0.005096000000000001,0.025952859226500986,12663057384.0,0.10547854316270071,0.3388056283329368,6.147566934158421,0.04831971977123039,61.57636333333333,0.625749848061288,1.1694772090044991,0.10473831956304136,,38.5314,12.3121,0.04831971977123039,1.0,0.0,0.36030997430887524,
600710.SH,贸易Ⅲ,20251024,20250930,14.0465,13.5681,6.449,1041571500.0,-726125908.2319,73.8594,87423268247.67,1103686476.28,449200826.86,-726125908.2319,299744551.74,60080520058.24,44375113913.46,12.38,11.9373,2.9806,1617755.7993,0.029806,0.08377103700166703,16177557993.0,-0.04488476620180211,0.9437204517632943,0.4070003905221721,-0.01208587920890196,10.710332786885246,1.1145592053514126,1.0936489736961608,-0.08706257737325374,0.06272188922100663,81.319175,7.393599999999999,-0.019405573352114895,0.14679563583865676,-0.9445999999999994,0.4401903498614327,top_20pct
600717.SH,港口,20251029,20250930,3.9664,3.8702,27.5308,808693920.67,496434855.9476,24.7344,9371635825.72,779911846.24,1659911154.57,1191629832.58,468281321.99,36318815606.67,8983240499.48,4.64,13.6925,2.2414,1342816.4816,0.022414,0.07303268212525105,13428164816.0,0.08874107883752981,1.036904266256193,2.1283317628428486,0.032810261366594665,14.12054918032787,0.9696860812662861,2.7599373744102738,-0.03559884225841381,0.03309996397931969,15.383933333333333,31.502533333333332,0.019248759819266062,0.8900519589701811,-3.971733333333333,0.18824791896962145,
600718.SH,IT服务Ⅲ,20251029,20250930,0.5391,0.5763,25.4742,-43770833.0,-888191831.4452,49.5442,7491405142.0,51081766.0,-32730363.0,-888191831.4452,151594609.0,19177884979.0,9501520193.0,9.03,,1.6507,1080384.2834,0.016507,,10803842834.0,-0.08221073233775995,-0.8568778338634573,-0.6407445466940199,-0.046313336033550104,123.22728139534884,,2.2209832933914213,0.04780800616003056,0.17784231420983398,157.79520666666667,33.292692307692306,-0.055063772111947525,,-7.818492307692306,-0.43439014956811306,
600726.SH,火力发电,20251030,20250930,6.8256,4.5134,18.016,177850041.53,-3414976340.5883,81.1547,11774777940.82,267178437.26,925578139.48,-908861850.1099999,1834439989.59,31113871322.87,25250366094.17,6.68,,,5282100.5883,,,52821005883.0,-0.017206447225241304,0.6656601608794065,3.4642696056317224,-0.029210824994379544,52.1990625,,18.46877241241731,0.1665353877660405,-0.25518602505146903,47.3028,18.06511111111111,-0.0066797884529461345,,-0.049111111111113104,0.047609310249961886,
600728.SH,IT服务Ⅲ,20251031,20250930,2.4444,2.0071,9.6843,23713434.59,-2225115046.0574,48.3291,7096131392.15,188901799.9,-1115332768.39,-1520960971.58,51660226.4,15331770775.57,7409702230.5,5.62,44.8757,,1198520.7847,,0.02228377496061343,11985207847.0,-0.12690317856779676,0.1255331320429626,-5.904299318378279,-0.09920321623928363,127.89549130434783,0.35087788898837,2.400430976928935,0.06306375451345492,-0.20915595384506125,157.79520666666667,33.292692307692306,-0.055063772111947525,0.2843920353981179,-23.608392307692306,-0.5448686435799165,
600729.SH,多业态零售,20251030,20250930,12.9127,7.5545,27.8337,952483382.29,-119259390.8422,58.7946,11630404124.5,991214218.44,1359284967.62,1280893730.81,78391236.81,19403489912.52,11408202944.09,22.11,9.5406,6.8798,973841.7532,0.068798,0.10481521078338889,9738417532.0,0.13152996640378595,0.9609258670532836,1.3713332015750133,0.06601357470150306,10.150747540983607,0.9398913687371162,0.3086226952121296,-0.05092225044807397,-0.10740922678222087,35.41585,26.32085,0.02258935457306708,0.26938785882592114,1.5128500000000003,0.7953623314481136,top_20pct
600740.SH,焦炭Ⅲ,20251028,20250930,-0.3279,0.739,-10.1001,-66020451.88,,40.9965,4588681113.1,-50051997.29,-1403201651.19,-1485943219.55,82741568.36,26146931515.53,10719324016.58,4.73,,0.4228,1211883.3058,0.004228,,12118833058.0,-0.12261438147042424,1.3190373102891215,28.03487826988972,-0.05683050107303881,256.1481927272727,,9.310700347324397,-0.07734119996169497,,,-10.1001,-0.05683050107303881,,0.0,-0.21828294804706797,
600744.SH,火力发电,20251031,20250930,20.352,2.6531,13.2726,351504896.09,-2313473964.8113,91.9807,6361553554.88,356684408.6,1766139399.0,634970383.0,1131169016.0,28278617254.69,26010865105.84,8.4,81.1823,,1706144.3902,,0.012317956007651915,17061443902.0,0.03721668497972593,0.9854787246509321,4.951546399048293,0.022454081728295622,93.72315263157896,0.8661925865759508,7.901817296208934,-0.02762146263036014,,47.3028,18.06511111111111,-0.0066797884529461345,1.7162261007805035,-4.792511111111111,0.34650920233676513,
600746.SH,煤化工,20251028,20250930,2.3236,2.1596,7.866,122639914.4,,20.0431,4660571503.72,125920181.55,488091478.26,-50507029.25999999,538598507.52,6818854731.89,1366709364.94,8.39,74.4921,0.5877,979820.1797,0.005877,0.013424242302203859,9798201797.0,-0.005154724336812921,0.9739496313488282,3.876197383548007,-0.007406966601560204,30.328214285714285,2.4561980239993404,15.794047156497497,-0.04365750356015696,-0.23394796761947623,71.29313333333333,10.0017,-0.005403746472129756,1.0448706140002262,-2.1357,-0.2679987548575206,
600750.SH,中药Ⅲ,20251025,20250930,17.8485,15.6134,66.0529,640067132.95,,35.4641,2933172225.19,683450042.89,973774302.08,1034218193.3351,203501881.05,6891491627.19,2444005425.11,25.78,18.0725,4.6503,1638611.059,0.046502999999999996,0.05533268778530916,16386110589.999998,0.06311553847111563,0.9365236561306612,1.4247922173833665,0.15007174778456514,17.737811475409835,1.0188686482012819,0.6334465524114152,0.09066397430345186,0.12741301158668583,31.697924999999998,52.99037777777777,0.035264815238736695,0.5701477304902451,13.06252222222222,0.9692413528169311,top_20pct
600751.SH,航运,20251031,20250930,1.2855,0.602,3.7659,68092590.25,-514273900.8752,23.2823,1045790866.84,96835573.73,-79549401.54,50676392.6794,16530286.78,9871324311.59,2298269233.93,3.93,103.9425,,1139439.7487,,0.00962070375447964,11394397487.000002,0.004447483312497854,0.7031774339444501,-0.8214894431441295,0.005133697473590291,56.55245625,1.8379838276255243,5.505554368332644,-0.7159940770716474,,39.0614,21.179675,0.007011758883085412,2.661002933842617,-17.413775,-0.6853901659619397,
600757.SH,教育出版,20251029,20250930,8.8496,7.7082,35.5945,828429305.4,147621418.6243,31.4721,5061534024.96,859205521.51,373297003.42,263483934.54000002,109813068.88,14494109370.32,4561603688.62,8.7,9.4686,4.7126,1055875.7375,0.047126,0.10561223412120059,10558757375.0,0.02495406658020684,0.9641806118099512,0.43446764956067074,0.01817869092940223,10.068895081967213,0.9403812357681326,0.48783164992307454,0.040958636318076724,1.0857894399878392,9.996466666666667,35.5341,-0.003479194820105442,0.9471946754519931,0.060399999999994236,0.3356630454256035,
600759.SH,石油石化,20251031,20250930,0.9536,1.3563,56.4371,96969977.92,-497630635.6178,28.7444,1537119806.35,83076094.06,87948575.03,-273158609.09000003,361107184.12,12522023079.72,3599379987.19,6.17,61.6728,,2559938.7258,,0.016214603520514716,25599387258.0,-0.010670513568821297,1.1672428635121606,1.058650819169242,-0.021814255360413218,22.92662222222222,2.6900081225319816,4.22692167583771,0.009478337757256705,-0.22238647839405112,61.6728,56.4371,-0.021814255360413218,1.0,0.0,-0.3408622469632021,
600761.SH,工程机械整机,20251028,20250930,10.6512,9.3722,23.8135,1007106186.6,,41.0301,14933733076.26,1121150406.97,962716452.82,427603320.0500001,535113132.77,19968557560.33,8193125588.91,18.58,12.3559,3.7675,1654907.1499,0.037675,0.08093299557296514,16549071499.0,0.025838508225421504,0.8982792855793419,0.8586862626414411,0.021413831157213212,12.585116393442622,0.9817867084994102,3.0005640634720643,0.023619904084435595,,30.2349,25.310625,-0.014458450544924735,0.4086634981428746,-1.4971250000000005,0.425326677311545,top_20pct
600771.SH,中药Ⅲ,20251025,20250930,4.9019,4.8739,67.8141,75889345.65,,32.0599,1060722805.38,78883987.22,201284927.31,129311346.3663,3808551.24,2460513055.05,788839141.46,16.89,100.3669,,826750.5371,,0.009963444123510839,8267505371.0,0.015640914709276938,0.9620373959844573,2.5516576228409362,0.05255462721520584,310.15555517241376,0.3236018131102201,5.412303950444766,0.061408726172347716,0.726039169968999,31.697924999999998,52.99037777777777,0.035264815238736695,3.1663555264264147,14.823722222222223,0.09874418822560042,
600773.SH,住宅开发,20251031,20250930,-2.3515,-0.9762,18.7348,-114485076.18,-852036283.72,58.2322,836657021.16,-112501646.32,-354523318.79,,,10691755539.61,6226044511.1,19.7,381.6919,0.0508,1874626.1241,0.000508,0.002619914124454829,18746261241.0,,1.0176302296444475,3.1512722736660486,,161.4101142857143,2.364733472181067,5.610222315262265,-0.11809408093013685,,144.56085,21.179933333333334,-0.028213595259488532,2.6403545634935046,-2.4451333333333345,-0.6259981650464224,
600776.SH,其他通信设备,20251030,20250930,10.0226,9.491,11.591,37869430.72,-726865826.6091,19.8909,1627243312.07,364315532.3,-116384547.26,-130387061.5,14002514.24,4750654113.14,944949924.23,14.81,45.1899,0.4119,1860136.0948,0.004119,0.022128838523652408,18601360948.0,-0.007009544186820324,0.1039467916202265,-0.319460843530991,-0.027446128131988785,94.94271228070176,0.47597018153846643,1.2498267111883945,-0.012008733640087366,,45.1899,19.5434,-0.052141997567151675,1.0,-7.952399999999999,0.1451244361639204,
600782.SH,板材,20251030,20250930,1.3696,1.2952,3.9644,119092018.71,-6862652283.8689,44.4132,27225097274.6,360063375.29,478304610.72,-2757435104.9799995,3235739715.7,48700173132.36,21629297000.22,3.61,11.8298,0.2769,1149431.9958,0.0027689999999999998,0.08453228287883142,11494319958.0,-0.23989545402038648,0.3307529365186938,1.3283900655954437,-0.056620642753891066,29.236027659574468,0.4046308936955009,2.194828752925081,-0.16808881552627986,0.22610168643475692,17.137900000000002,3.3377,-0.009743713349129452,0.6902712701089397,0.6267,-0.4519498765538878,
600783.SH,磨具磨料,20251031,20250930,6.8049,4.5564,39.3143,312907850.58,-26213299.1489,48.7221,58911198.97,320960422.38,-12391127.66,-12458365.76,67238.1,9327153436.55,4544386726.56,20.67,89.15,0.3387,1538590.6607,0.003387,0.011217049915872124,15385906606.999998,-0.0008097258145536852,0.9749110132012906,-0.03860640376815546,-0.001335709318470073,93.18505573770493,0.9566984673050719,4.18078595549529,-0.11206898517835384,,231.14843333333337,32.22606666666667,-0.0416975921325039,0.3856829082265032,7.088233333333335,0.2574596347356345,
600787.SH,仓储物流,20251030,20250930,3.2165,2.8632,3.0828,119722197.6,1168166123.4833,38.0779,47786512821.23,444453340.3,732545701.05,642875279.16,89670421.89,24103981700.33,9178288951.24,5.52,25.8891,1.271,1197883.9293,0.012709999999999999,0.038626294463693214,11978839293.0,0.05366757691921562,0.2693695529865725,1.648194837630293,0.026670916330441725,23.034901639344262,1.1239075558187184,0.3700204192563795,-0.04284699150933302,-0.2552986397517887,20.6795,7.2252,0.014838256733079307,1.2519209845499164,-4.1424,-0.02482939031008525,
600789.SH,化学制剂,20251031,20250930,3.5858,2.5641,21.7133,122821840.76,-137577015.8565,53.4408,4624350443.62,141196204.7,312337278.58,177923788.79,134413489.79,8816367162.43,4711537770.33,8.29,45.9044,1.1616,866462.326,0.011616,0.02178440410940999,8664623260.0,0.02053450951657418,0.8698664459215455,2.2120798448061967,0.02018107747919155,44.287552459016396,1.0365079452624941,0.9768728953485534,0.06251165966892347,,89.96438500000001,56.69078148148148,0.012126126574557175,0.5102508064719167,-34.977481481481476,-0.4057288701503575,
600810.SH,化学纤维,20251031,20250930,-0.4367,-0.0271,9.0576,-72944832.4,-954449135.8144,62.4943,9764494763.37,-33166681.93,49233631.83,-357482635.99,406716267.82,29515728031.28,18445652783.81,8.01,,0.5475,890129.544,0.005475,,8901295440.0,-0.04016074271432114,2.199340668263224,-1.4844304273158868,-0.012111598115118463,45.60032619047619,,8.592504681969434,0.008115602876271888,,32.8964,13.821166666666665,-0.00415795331241538,,-4.763566666666664,-0.2917529796841296,
600812.SH,化学制剂,20251025,20250930,2.9098,2.2426,29.2508,143324253.0,,69.0117,7484828636.64,158504018.75,661445878.34,25422379.6933,380002187.69,21537284924.56,14863256334.66,5.33,49.9629,0.5629,914484.2872,0.0056289999999999995,0.020014851019456437,9144842872.0,0.002779968999920068,0.9042310354670424,4.173054308378537,0.0011803892543720605,167.42806216216218,0.2984141329403222,1.5668453925004862,-0.0126356614834775,0.48838194204540497,89.96438500000001,56.69078148148148,0.012126126574557175,0.555363102854535,-27.439981481481478,-0.2680727842084944,
600821.SH,光伏发电,20251031,20250930,5.9208,2.9735,55.32,520353251.66,-1418940309.8845,71.4879,2840913099.12,561312918.61,375782560.54,-1239193216.1909,1153716895.11,40608619010.02,29030235421.53,10.08,32.598,1.9544,2013241.5606,0.019544,0.030676728633658508,20132415606.0,-0.06155213762930601,0.9270288183435543,0.6694707142507326,-0.03051552223150299,21.573163333333333,1.5110440456190244,3.4452670152931106,0.13616497753605405,,48.939350000000005,32.82194,-0.012337852643925937,0.666089762123935,22.498060000000002,0.2470689463722069,
600827.SH,多业态零售,20251031,20250930,1.4942,0.8118,24.808,152968018.98,-2427249518.3657,60.638,19054325874.75,295058472.11,-240606598.92,-1143764697.03,903158098.11,54896667990.99,33288263408.44,8.34,61.2911,3.1775,1487996.2096,0.031775000000000005,0.016315582523400624,14879962096.0,-0.07686610286040073,0.518432898693288,-0.815453957988029,-0.0208348655553689,32.94883818181818,1.8601900213228653,0.8475943007516425,-0.04396076860855669,-0.3868602020301618,35.41585,26.32085,0.02258935457306708,1.730612141174079,-1.5128500000000003,-0.43865955854514915,
600835.SH,楼宇设备,20251031,20250930,5.0875,5.0914,15.0109,655036626.04,1323645382.0221,51.7238,14708751237.99,704878310.9,480454678.41,599241342.1996,65198067.46,34643602820.96,17918972932.86,21.67,27.9667,1.9382,2216276.0804,0.019382,0.035756810778533044,22162760804.0,0.027038208258397443,0.9292903695726411,0.6816136501583483,0.017297315908409164,18.396791803278692,1.5201944066690884,0.3608825748870985,-0.03501129488737442,0.15790483405717892,26.660666666666668,21.9084,-0.025671804078542054,1.0489872721362306,-6.897500000000001,-0.03757325568183884,
600850.SH,IT服务Ⅲ,20251030,20250930,5.2542,4.4079,17.5921,243039313.97,-1413902806.6289,55.861,7563243563.34,254827589.58,-1099443668.97,-1207137292.3600001,107693623.39,11145988415.47,6226257885.64,22.86,30.9014,1.8069,1554934.3219,0.018068999999999998,0.03236099335305197,15549343219.000002,-0.07763268681888627,0.9537401910467028,-4.314460890133889,-0.10830239969427584,33.990580327868855,0.9091165758845241,2.277712238775274,0.045452739936574504,,157.79520666666667,33.292692307692306,-0.055063772111947525,0.1958323110871006,-15.700592307692308,-0.22332087130486208,
600859.SH,百货,20251031,20250930,0.6298,0.7888,37.9888,28515286.31,-1836830946.3476,49.3749,7708610673.84,123663755.04,255778481.66,87866962.44999999,167911519.21,39932083474.83,19716410560.92,12.28,,0.6515,1380187.7887,0.006515,,13801877887.0,0.006366304873104402,0.23058725898123106,2.0683383063797995,0.0022004101665615396,75.56532,,1.6929890811956254,-0.01892648193754376,-0.24676889164463467,,37.9888,0.0022004101665615396,,0.0,-0.1212801999435473,
600861.SH,专业服务,20251029,20250930,14.7266,15.0621,5.4622,434123057.69,623952733.3799,49.907,33806561988.38,1007038541.46,965161330.4,955034106.81,10127223.59,16344333098.78,8156962186.0,16.22,7.9358,4.3095,918234.8286,0.043095,0.12601124020262608,9182348286.0,0.10400761080540873,0.43108882114939745,0.9584154832849926,0.05843212451912688,27.041425,0.2934682621200621,26.459024528054513,1.2807448649898951,0.39133124388154195,26.506933333333333,12.280700000000001,0.02317852361144805,0.29938582106819855,-6.818500000000001,0.789036761661969,top_20pct
600864.SH,证券Ⅲ,20251025,20250930,4.1692,1.2509,12.9658,520780776.6,,72.1703,1034730110.16,544254877.13,1156082056.71,2055426704.1466,327020783.7,47101301990.28,33993160351.01,6.91,23.1575,0.7236,1437674.2293,0.007236,0.043182554248083774,14376742293.0,0.14296887725026428,0.9568692876878107,2.1241556213631503,0.04363842648279161,44.97550625,0.5148913693439526,5.756285659491429,0.013129951414846408,-0.2916830446052264,41.104866666666666,12.9658,0.005498759693006556,0.563376112804161,0.0,0.3796249870812879,
600866.SH,食品及饲料添加剂,20251028,20250930,12.5444,7.7299,18.9813,981387986.13,-1015949584.3504,50.7871,12077319754.43,1015125264.79,1847071829.76,304143364.4100001,1542928465.35,17268051987.06,8769939640.0,7.31,9.4807,5.1984,1214536.4823,0.051984,0.10547744364867573,12145364823.0,0.025041929068613543,0.9667654034135588,1.819550644463672,0.017613067451841883,21.250354098360656,0.4461431539501444,4.425221381769129,0.6960752877251639,,29.871466666666667,21.346166666666665,-0.019892670106498724,0.3173831437804639,-2.3648666666666642,0.5517267377963234,top_20pct
600867.SH,其他生物制品,20251028,20250930,17.7951,15.9743,71.8865,321359024.16,41371307.2131,12.4613,2179588480.01,1202234367.84,380247605.21,78197453.75,302050151.46,8154273452.36,1016128667.09,8.9,14.2192,2.7874,1743103.1178,0.027874,0.07032744458197367,17431031178.0,0.00448610601125505,0.2673014786105069,0.31628409183907596,0.009589751215341962,21.42277894736842,0.6637420866328217,3.25823182968923,-0.11446509092890245,,41.44323333333333,83.441225,0.013730993109186226,0.34310064288741954,-11.554725000000005,0.5224655222341664,top_20pct
600869.SH,线缆部件及其他,20251030,20250930,3.9287,3.1964,9.1001,122891300.0,-362994013.3415,79.7727,20209305513.55,167667055.05,491609130.63,231218528.69,260390601.94,21281351989.98,16976710052.64,14.13,,,3135945.4301,,,31359454301.0,0.007373168119275176,0.7329484016007353,2.93205561750576,0.010864842083288022,23.470696428571426,,2.0433578930396945,0.045676197063718504,,60.391420000000004,16.196283333333334,-0.01560741078389785,,-7.096183333333334,-0.097758415938946,
600872.SH,调味发酵品Ⅲ,20251025,20250930,6.7204,5.946,39.2051,383915975.1,513348786.7844,27.3633,3156477943.71,379891679.28,516311698.92,513348786.7844,105400885.36,8054577455.4,2203994239.55,18.86,21.0731,2.2167,1468268.404,0.022167,0.04745386298171603,14682684040.000002,0.03496287091555502,1.010593271817975,1.3591024154531466,0.06373379480511886,25.08076875,0.840209493179909,3.057065408797571,0.01528528943018892,,32.2592,39.18955,0.004487844663228629,0.6532431058426743,0.015550000000004616,0.2759482015161555,
600877.SH,模拟芯片设计,20251031,20250930,0.4027,0.2752,33.2942,-9602021.02,20299221.81,16.4439,644424537.51,9931659.2,28502929.36,23897620.22,4605309.14,2957377564.69,486308450.43,15.82,954.2527,,1873182.1163,,0.0010479404459636322,18731821163.0,0.001275776658983043,-0.9668093544732184,2.8699061039065863,0.008080679486220762,208.91746721311475,4.567606111300286,1.166801135583952,-0.0879376099288477,,259.3995428571429,40.44138888888889,-0.0031098797724062846,3.6786984644977894,-7.147188888888891,-1.0576874405490964,
600882.SH,乳品,20251031,20250930,3.8962,2.8735,29.8847,119725508.82,-168911365.0692,45.4013,3957132737.32,175938062.26,235887386.72,98808555.74000001,137078830.98,8465527468.25,3843458329.23,19.08,82.1294,,973182.3585,,0.01217590777480415,9731823585.0,0.01015313881072578,0.6804980530197638,1.3407410749551585,0.011671872321078865,149.5932655737705,0.5490180302234171,4.247863316382325,0.015812768395844,,39.45523333333333,25.6679,0.021091912261506907,2.081584445493923,4.216799999999999,-0.0243694486695385,
600888.SH,铝,20251031,20250930,4.7414,3.9028,8.9121,475514087.52,-2895853726.7861,37.8972,5957217343.87,530643621.71,308488427.44,-1049802317.79,1358290745.23,19791926941.29,7500595147.2,8.22,14.8251,2.9688,1276636.6501,0.029688,0.06745317063628575,12766366501.0,-0.0822318799720945,0.8961081751772593,0.5813476593686276,-0.05304194588551648,10.795363934426229,1.3732839476326513,2.4255273519381317,-0.02303153145088699,-0.08582822417586355,121.54901249999999,10.67855,-0.029141843449645842,0.12196808262839652,-1.766449999999999,-0.047352917925022914,
600894.SH,楼宇设备,20251025,20250930,4.5672,3.8786,15.524,334376730.89,,38.2343,4817123712.95,398000746.33,4628296.22,-202751469.9703,57378677.22,14630498736.47,5593862282.27,8.7,11.1517,8.0895,740960.1749,0.080895,0.08967242662553691,7409601749.0,-0.027363342435733923,0.8401409644914422,0.011628863168418472,-0.013858137963874992,11.193898360655739,0.9962302355000776,1.7605533698243854,-0.013404871515169225,,26.660666666666668,21.9084,-0.025671804078542054,0.41828286364431994,-6.384400000000001,0.09651153294909853,
600963.SH,大宗用纸,20251025,20250930,2.0383,1.8265,10.2189,137703416.14,,61.1189,6568312900.03,162093453.26,-236825452.83,-735303499.874,500822063.46,20616038730.85,12600294788.97,4.85,,0.6214,852420.4092,0.006214,,8524204092.0,-0.08626066339308854,0.8495310166482907,-1.461042676721366,-0.035666575401494864,32.459430612244894,,2.7152800860439186,0.007452551201967417,0.371605292210734,,10.2189,-0.035666575401494864,,0.0,-0.25745992891471614,
600975.SH,生猪养殖,20251025,20250930,-0.4372,0.2118,8.0637,-24562655.29,,73.2231,5390194486.14,-13167492.46,811431761.1,-598979968.23,41342318.47,11936133400.03,8740002265.58,5.39,270.2488,,673567.6779,,0.0037002939513514953,6735676779.0,-0.08892647136772594,1.865401128165901,-61.623863736011586,-0.05018207724023045,107.58420476190477,2.51197469552421,7.186620680522544,0.3694877875414131,,85.660925,14.164625,-0.03061643329808687,3.1548667026418404,-6.100924999999998,-1.2362276876112297,
600986.SH,营销代理,20251031,20250930,2.4532,1.9557,8.7685,18694805.91,-101307276.2902,44.995,5604702866.33,126622787.24,-174060246.19,-559242828.19,385182582.0,9599206287.24,4319167168.54,9.71,113.9457,,1444240.2142,,0.008776110024336153,14442402142.0,-0.03872228613297396,0.147641718504948,-1.3746360349822924,-0.05825927805441461,60.92119508196721,1.8703786070954498,1.5892026906596903,-0.11631010863162516,,189.03434,14.766216666666667,-0.03715223480001131,0.6027777810105825,-5.997716666666667,-0.32501532103864705,
600993.SH,中药Ⅲ,20251030,20250930,11.9782,11.0536,49.0852,468125702.49,194173418.2458,17.0336,2837281856.08,501010717.43,449801612.75,405332400.18,44469212.57,5341330588.38,909821802.03,25.44,19.1848,2.4371,1096601.0987,0.024371,0.05212459864059047,10966010987.0,0.03696261116831945,0.9343626517438829,0.8977884047217916,0.07588603503812247,22.018318032786887,0.8713108772174345,2.0679046414645113,0.01948884244791005,-0.04339638112069322,31.697924999999998,52.99037777777777,0.035264815238736695,0.6052383555074977,-3.905177777777773,0.4313854726101484,top_20pct
600997.SH,焦煤,20251030,20250930,1.3055,1.0765,11.1502,129024242.2,110355494.1236,43.0641,12943952074.13,184978126.89,-10148128.43,-671693766.0699999,661545637.64,26438398479.0,11385466377.84,6.66,29.9746,3.9039,1057474.7008,0.039039000000000004,0.033361579470618456,10574747008.0,-0.06351866059413531,0.697510805030079,-0.05486123468011294,-0.02540599297659901,11.493447540983606,2.607972924843992,3.4444645339539597,-0.010777148546005089,-0.31942618532942424,199.392975,17.17795,-0.07567052932099308,0.1503292681199024,-6.027749999999999,-0.34949073301686034,
002017.SZ,通信终端及配件,20251029,20250930,6.3972,4.9997,33.7244,104835593.14,,40.0299,960787563.06,112431787.48,111484034.2,66839636.6094,14028192.63,2967656861.4,1187951054.71,19.16,60.6638,0.8559,1112107.5376,0.008559,0.016484295411761215,11121075376.0,0.006010177464820017,0.9324373070084716,0.9915704152602876,0.022522697107868535,75.79952786885246,0.8003189690700958,4.172744185505104,0.065947554305952,0.03155116624636012,105.59755,20.8421,-0.0340058320003706,0.5744811314277651,12.882300000000004,0.3610998592266732,
002003.SZ,辅料,20251029,20250930,13.0177,10.6536,43.7099,572244149.63,-293885531.3069,32.861,3632509961.3,583362646.91,724885530.17,-293885531.3069,658260640.5,6937087019.49,2279599098.71,9.66,17.899,4.0711,1148467.4048,0.040711000000000004,0.055869042963294036,11484674047.999998,-0.025589366322336226,0.9809406767147446,1.242598465996459,-0.04236440028519433,20.547437704918035,0.8711061815613083,1.5411447598024879,0.0863931007210319,-0.15147258606164504,17.899,43.7099,-0.04236440028519433,1.0,0.0,0.37171300646675726,
002004.SZ,化学制剂,20251029,20250930,6.428,4.1984,37.008,552241633.34,-95881233.4147,44.9513,9085988424.34,611820373.56,1131901142.14,630669471.8900001,501231670.25,29244289412.92,13145678238.12,5.22,,3.8177,1033517.8177,0.038176999999999996,,10335178177.0,0.061021635146406836,0.9026205357083338,1.850054674632369,0.02156555979135445,24.71167142857143,,2.3430309331433627,-0.014354663074404583,0.25912191909925797,89.96438500000001,56.69078148148148,0.012126126574557175,,-19.682781481481477,-0.023356142914369507,
002006.SZ,其他专用设备,20251031,20250930,6.1205,5.2038,29.7803,121707179.57,-400620778.0044,42.4722,1343120973.6,144739783.84,-36867711.71,-369865515.0883,131029668.21,4177976558.33,1774479163.81,17.58,41.7921,0.8531,913796.8675,0.008531,0.023927967247398433,9137968675.0,-0.040475682095539686,0.8408688775198049,-0.25471719476073523,-0.08852742707492375,62.418795,0.669543524510526,4.345462194826538,3.1987629527385764e-05,0.14871809202504882,126.12728333333332,31.738591666666665,0.004898528460560312,0.3313486098765044,-1.958291666666664,0.09240166250866354,
002010.SZ,公路货运,20251028,20250930,3.605,2.6479,14.8523,378760617.83,,50.2427,18839527434.82,636993773.18,242714833.28,-162112803.60999998,404827636.89,38641660088.61,19414600632.17,5.76,28.8796,2.6042,1592081.803,0.026042,0.03462651837283065,15920818030.0,-0.010182441838385863,0.5946064683476441,0.38103172040178535,-0.004195285690062376,25.02381475409836,1.1540846303327972,1.6472899607132512,-0.054817051656286364,,28.8796,14.8523,-0.004195285690062376,1.0,0.0,-0.029976988215208892,
002011.SZ,家电零部件Ⅲ,20251025,20250930,12.9624,10.7225,17.9133,737203512.08,,46.2161,9722792687.75,768532689.02,732123260.3,-179408588.7973,243090364.3,11788407390.59,5448138781.5,12.1,11.1652,,1300359.3382,,0.08956400243614086,13003593382.000002,-0.01379684703503904,0.9592350756349095,0.9526247494216182,-0.01521906928161572,16.745612,0.6667537740633188,1.1471532081635816,0.052059345506135335,0.18745708072939649,137.18565,15.36635,-0.009123029416113617,0.08138752121668702,2.546949999999999,0.4925429586844934,top_20pct
002015.SZ,热力服务,20251028,20250930,6.3307,4.2545,27.642,676740766.6,-2818080666.5904,65.3749,7934936149.27,762129344.27,2343434911.68,-366934631.34000015,2710369543.02,40962061364.35,26778897883.03,17.76,44.6816,0.5485,2883024.5145,0.005485,0.022380577239848168,28830245145.0,-0.012727419745982883,0.8879605170539802,3.0748519648257893,-0.008957914204467987,23.308122950819673,1.9169969239598803,4.902245517991391,-0.028399638417050066,,36.296075,22.77315,-0.0011732214230429907,1.2310311789911168,4.868849999999998,-0.015331894771124278,
